lambda	lamp	measure	lamp/measure	 LambdaCalibSp 	 CalibSpline 	Column 7	Lambda Hammamtsu	 factor interpolated with origin 
							948.877	2.47801
							949.328	2.5176
							949.78	2.57707
							950.231	2.62121
							950.683	2.63896
							951.134	2.62795
							951.586	2.59614
							952.038	2.53347
							952.489	2.46342
							952.941	2.41621
							953.392	2.37619
							953.844	2.35999
							954.296	2.36683
							954.747	2.40223
							955.199	2.47275
							955.651	2.56122
							956.102	2.60368
							956.554	2.64348
							957.006	2.71731
							957.458	2.76706
							957.909	2.76384
							958.361	2.74573
							958.813	2.71431
							959.265	2.6653
							959.717	2.61029
							960.168	2.56089
							960.62	2.51907
							961.072	2.51161
							961.524	2.52697
							961.976	2.57707
							962.428	2.61849
							962.88	2.65446
							963.332	2.69896
							963.784	2.74759
							964.236	2.84265
							964.688	2.91582
							965.14	2.92901
							965.592	2.92192
							966.044	2.8933
							966.496	2.85044
							966.948	2.80154
							967.4	2.75407
							967.852	2.71305
							968.304	2.71145
							968.756	2.71837
							969.208	2.74072
							969.661	2.77286
							970.113	2.81214
							970.565	2.8519
							971.017	2.89194
							971.469	2.94681
							971.922	3.00233
							972.374	3.05952
							972.826	3.11085
							973.278	3.15499
							973.731	3.196
							974.183	3.23531
							974.635	3.25964
							975.087	3.28102
							975.54	3.29359
							975.992	3.29742
							976.444	3.28308
							976.897	3.24968
							977.349	3.20035
							977.802	3.14703
							978.254	3.09261
							978.706	3.04068
							979.159	2.99125
							979.611	2.95216
							980.064	2.94497
							980.516	2.9818
							980.969	3.02675
							981.421	3.07612
							981.874	3.19008
							982.326	3.31211
							982.779	3.40836
							983.231	3.48089
							983.684	3.49827
							984.136	3.4941
							984.589	3.46993
							985.041	3.40921
							985.494	3.33536
							985.947	3.29249
							986.399	3.25854
							986.852	3.25905
							987.305	3.27105
							987.757	3.30024
							988.21	3.33121
							988.663	3.36323
							989.115	3.43792
							989.568	3.52135
							990.021	3.61153
							990.473	3.68609
							990.926	3.7211
							991.379	3.74834
							991.832	3.76786
							992.284	3.75484
							992.737	3.72928
							993.19	3.68331
							993.643	3.63538
							994.096	3.58376
							994.548	3.52834
							995.001	3.46652
							995.454	3.42909
							995.907	3.40758
							996.36	3.42522
							996.813	3.45268
							997.265	3.51145
							997.718	3.5707
							998.171	3.63089
							998.624	3.68857
							999.077	3.74362
							999.53	3.81147
							999.983	3.88453
							1000.436	3.91547
							1000.889	3.93334
							1001.342	3.89623
							1001.795	3.85705
							1002.248	3.81447
							1002.701	3.78098
							1003.154	3.75361
							1003.607	3.74017
							1004.06	3.73024
							1004.513	3.73067
							1004.966	3.74721
							1005.419	3.80904
							1005.872	3.86375
							1006.325	3.91086
							1006.778	3.93576
							1007.231	3.95139
							1007.684	4.00496
							1008.137	4.05551
							1008.59	4.07171
							1009.044	4.11541
							1009.497	4.20535
							1009.95	4.31348
							1010.403	4.43403
							1010.856	4.48036
							1011.309	4.50779
							1011.762	4.4801
							1012.216	4.44518
							1012.669	4.39008
							1013.122	4.35444
							1013.575	4.33966
							1014.028	4.33696
							1014.482	4.33935
							1014.935	4.36491
							1015.388	4.39288
							1015.841	4.42435
							1016.294	4.47899
							1016.748	4.57303
							1017.201	4.6673
							1017.654	4.76187
							1018.108	4.84894
							1018.561	4.93321
							1019.014	4.99695
							1019.467	5.04929
							1019.921	5.06964
							1020.374	5.0762
							1020.827	5.06826
							1021.281	5.05765
							1021.734	5.04598
							1022.187	5.03918
							1022.641	5.03938
							1023.094	5.07558
							1023.547	5.1198
							1024.001	5.17733
							1024.454	5.24106
							1024.907	5.30898
							1025.361	5.36797
							1025.814	5.4265
							1026.267	5.51766
							1026.721	5.61532
							1027.174	5.72974
							1027.628	5.82466
							1028.081	5.89912
							1028.534	5.96577
							1028.988	6.02947
							1029.441	6.05299
							1029.895	6.06081
							1030.348	6.0012
							1030.802	5.95793
							1031.255	5.94082
							1031.708	5.9635
							1032.162	6.0118
							1032.615	6.09947
							1033.069	6.19507
							1033.522	6.28747
							1033.976	6.38919
							1034.429	6.51408
							1034.883	6.63566
							1035.336	6.75345
							1035.79	6.87537
							1036.243	6.99847
							1036.697	7.06707
							1037.15	7.12264
							1037.604	7.13061
							1038.057	7.12586
							1038.511	7.10182
							1038.964	7.07349
							1039.418	7.04244
							1039.871	7.09069
							1040.325	7.15761
							1040.778	7.27872
							1041.232	7.41817
							1041.685	7.60089
							1042.139	7.76377
							1042.592	7.90733
							1043.046	8.00393
							1043.5	8.08386
							1043.953	8.16669
							1044.407	8.24059
							1044.86	8.27458
							1045.314	8.30641
							1045.767	8.33499
							1046.221	8.35451
							1046.674	8.36876
							1047.128	8.42255
							1047.582	8.4846
							1048.035	8.56548
							1048.489	8.66277
							1048.942	8.79639
							1049.396	8.93334
							1049.849	9.07266
							1050.303	9.21045
							1050.756	9.34734
							1051.21	9.48716
							1051.664	9.62508
							1052.117	9.75497
							1052.571	9.88817
							1053.024	10.02514
							1053.478	10.18206
							1053.932	10.3496
							1054.385	10.5119
							1054.839	10.66893
							1055.292	10.78053
							1055.746	10.90505
							1056.2	11.05633
							1056.653	11.18819
							1057.107	11.30444
							1057.56	11.39613
							1058.014	11.48075
							1058.468	11.60691
							1058.921	11.72204
							1059.375	11.79781
							1059.828	11.86446
							1060.282	11.91991
							1060.735	11.97828
							1061.189	12.03831
							1061.643	12.16075
							1062.096	12.28495
							1062.55	12.36453
							1063.004	12.46084
							1063.457	12.58957
							1063.911	12.7322
							1064.364	12.88513
							1064.818	13.04067
							1065.271	13.19634
							1065.725	13.33483
							1066.179	13.48295
							1066.632	13.66225
							1067.086	13.85154
							1067.539	14.05178
							1067.993	14.27682
							1068.447	14.51328
							1068.9	14.67461
							1069.354	14.81506
							1069.807	14.86484
							1070.261	14.92474
							1070.714	15.00283
							1071.168	15.26017
							1071.622	15.6492
							1072.075	15.8515
							1072.529	16.00517
							1072.982	16.04667
							1073.436	16.16703
							1073.89	16.52568
							1074.343	16.8075
							1074.797	17.00497
							1075.25	17.202
							1075.704	17.39946
							1076.157	0
							1076.611	0
							1077.064	0
							1077.518	0
							1077.971	0
