lambda	lamp	measure	lamp/measure	 LambdaCalibSp 	 CalibSpline 	Column 7	Lambda Hammamtsu	 factor interpolated with origin 
1053.9888	0.903239073	8.71E-02	10.37055921	 799.00   	 638 401.00   		611.856	0.89682
1054.7944	0.902387942	8.47E-02	10.65794183	 799.50   	 639 200.25   		612.284	0.89718
1055.6	0.901556379	8.30E-02	10.85640336	 800.00   	 640 000.00   		612.711	0.89802
1056.4056	0.900734347	8.10E-02	11.12483615	 800.50   	 640 800.25   		613.139	0.89945
1057.2112	0.899904974	7.94E-02	11.33112495	 801.00   	 641 601.00   		613.567	0.90067
1058.0168	0.89905133	7.83E-02	11.48127359	 801.50   	 642 402.25   		613.995	0.90173
1058.8224	0.898156481	7.67E-02	11.70558919	 802.00   	 643 204.00   		614.423	0.90258
1059.628	0.897203497	7.58E-02	11.84003277	 802.50   	 644 006.25   		614.851	0.90333
1060.4336	0.896177529	7.51E-02	11.93842579	 803.00   	 644 809.00   		615.279	0.90356
1061.2392	0.895104004	7.43E-02	12.04495124	 803.50   	 645 612.25   		615.707	0.90366
1062.0448	0.894044802	7.28E-02	12.27597212	 804.00   	 646 416.00   		616.135	0.90304
1062.8504	0.89306312	7.19E-02	12.41718962	 804.50   	 647 220.25   		616.564	0.90239
1063.656	0.892222152	7.06E-02	12.64611651	 805.00   	 648 025.00   		616.992	0.90292
1064.4616	0.891585095	6.90E-02	12.91808049	 805.50   	 648 830.25   		617.42	0.90343
1065.2672	0.891214153	6.75E-02	13.19518443	 806.00   	 649 636.00   		617.849	0.90382
1066.0728	0.89111147	6.63E-02	13.4409194	 806.50   	 650 442.25   		618.277	0.90425
1066.8784	0.891185678	6.48E-02	13.75978054	 807.00   	 651 249.00   		618.705	0.90477
1067.684	0.891337318	6.31E-02	14.11587581	 807.50   	 652 056.25   		619.134	0.90518
1068.4896	0.891466929	6.13E-02	14.53546945	 808.00   	 652 864.00   		619.562	0.90543
1069.2952	0.89147505	6.02E-02	14.80860159	 808.50   	 653 672.25   		619.991	0.90546
1070.1008	0.891262275	5.98E-02	14.89711695	 809.00   	 654 481.00   		620.419	0.90526
1070.9064	0.890767281	5.92E-02	15.03600375	 809.50   	 655 290.25   		620.848	0.90508
1071.712	0.89003393	5.66E-02	15.72631864	 810.00   	 656 100.00   		621.277	0.90491
1072.5176	0.889124086	5.56E-02	16.00412774	 810.50   	 656 910.25   		621.705	0.90533
1073.3232	0.888099614	5.52E-02	16.07791994	 811.00   	 657 721.00   		622.134	0.90595
1074.1288	0.887022381	5.31E-02	16.71433348	 811.50   	 658 532.25   		622.563	0.90662
1074.9344	0.885954252	5.19E-02	17.06472803	 812.00   	 659 344.00   		622.992	0.90729
				 812.50   	 660 156.25   		623.42	0.9065
				 813.00   	 660 969.00   		623.849	0.90575
				 813.50   	 661 782.25   		624.278	0.90547
				 814.00   	 662 596.00   		624.707	0.90536
				 814.50   	 663 410.25   		625.136	0.90582
				 815.00   	 664 225.00   		625.565	0.90633
				 815.50   	 665 040.25   		625.994	0.90694
				 816.00   	 665 856.00   		626.424	0.90729
				 816.50   	 666 672.25   		626.853	0.90738
				 817.00   	 667 489.00   		627.282	0.90633
				 817.50   	 668 306.25   		627.711	0.90454
				 818.00   	 669 124.00   		628.14	0.90459
				 818.50   	 669 942.25   		628.57	0.90532
				 819.00   	 670 761.00   		628.999	0.90629
				 819.50   	 671 580.25   		629.429	0.90731
				 820.00   	 672 400.00   		629.858	0.90743
				 820.50   	 673 220.25   		630.288	0.90751
				 821.00   	 674 041.00   		630.717	0.90738
				 821.50   	 674 862.25   		631.147	0.90861
				 822.00   	 675 684.00   		631.576	0.91445
				 822.50   	 676 506.25   		632.006	0.9242
				 823.00   	 677 329.00   		632.436	0.94111
				 823.50   	 678 152.25   		632.865	0.95565
				 824.00   	 678 976.00   		633.295	0.96768
				 824.50   	 679 800.25   		633.725	0.96933
				 825.00   	 680 625.00   		634.155	0.96415
				 825.50   	 681 450.25   		634.585	0.95186
				 826.00   	 682 276.00   		635.015	0.93693
				 826.50   	 683 102.25   		635.445	0.92909
				 827.00   	 683 929.00   		635.875	0.92244
				 827.50   	 684 756.25   		636.305	0.92171
				 828.00   	 685 584.00   		636.735	0.92102
				 828.50   	 686 412.25   		637.165	0.91984
				 829.00   	 687 241.00   		637.595	0.91865
				 829.50   	 688 070.25   		638.025	0.91747
				 830.00   	 688 900.00   		638.456	0.91687
				 830.50   	 689 730.25   		638.886	0.91728
				 831.00   	 690 561.00   		639.316	0.92145
				 831.50   	 691 392.25   		639.747	0.92954
				 832.00   	 692 224.00   		640.177	0.93353
				 832.50   	 693 056.25   		640.607	0.93501
				 833.00   	 693 889.00   		641.038	0.93487
				 833.50   	 694 722.25   		641.468	0.93418
				 834.00   	 695 556.00   		641.899	0.93419
				 834.50   	 696 390.25   		642.33	0.93431
				 835.00   	 697 225.00   		642.76	0.93371
				 835.50   	 698 060.25   		643.191	0.93333
				 836.00   	 698 896.00   		643.622	0.93435
				 836.50   	 699 732.25   		644.052	0.93561
				 837.00   	 700 569.00   		644.483	0.93754
				 837.50   	 701 406.25   		644.914	0.93892
				 838.00   	 702 244.00   		645.345	0.93945
				 838.50   	 703 082.25   		645.776	0.93915
				 839.00   	 703 921.00   		646.207	0.93809
				 839.50   	 704 760.25   		646.638	0.93992
				 840.00   	 705 600.00   		647.069	0.94325
				 840.50   	 706 440.25   		647.5	0.94513
				 841.00   	 707 281.00   		647.931	0.94663
				 841.50   	 708 122.25   		648.362	0.94728
				 842.00   	 708 964.00   		648.793	0.9479
				 842.50   	 709 806.25   		649.225	0.94922
				 843.00   	 710 649.00   		649.656	0.95039
				 843.50   	 711 492.25   		650.087	0.95094
				 844.00   	 712 336.00   		650.519	0.95114
				 844.50   	 713 180.25   		650.95	0.95055
				 845.00   	 714 025.00   		651.381	0.94932
				 845.50   	 714 870.25   		651.813	0.94727
				 846.00   	 715 716.00   		652.245	0.94446
				 846.50   	 716 562.25   		652.676	0.9411
				 847.00   	 717 409.00   		653.108	0.94169
				 847.50   	 718 256.25   		653.539	0.94386
				 848.00   	 719 104.00   		653.971	0.94454
				 848.50   	 719 952.25   		654.403	0.94494
				 849.00   	 720 801.00   		654.834	0.9425
				 849.50   	 721 650.25   		655.266	0.94026
				 850.00   	 722 500.00   		655.698	0.94003
				 850.50   	 723 350.25   		656.13	0.94047
				 851.00   	 724 201.00   		656.562	0.94294
				 851.50   	 725 052.25   		656.994	0.94477
				 852.00   	 725 904.00   		657.426	0.94556
				 852.50   	 726 756.25   		657.858	0.94481
				 853.00   	 727 609.00   		658.29	0.94263
				 853.50   	 728 462.25   		658.722	0.94089
				 854.00   	 729 316.00   		659.154	0.93939
				 854.50   	 730 170.25   		659.586	0.93874
				 855.00   	 731 025.00   		660.018	0.93832
				 855.50   	 731 880.25   		660.451	0.93729
				 856.00   	 732 736.00   		660.883	0.93634
				 856.50   	 733 592.25   		661.315	0.93752
				 857.00   	 734 449.00   		661.748	0.93915
				 857.50   	 735 306.25   		662.18	0.94253
				 858.00   	 736 164.00   		662.612	0.9447
				 858.50   	 737 022.25   		663.045	0.94444
				 859.00   	 737 881.00   		663.477	0.94419
				 859.50   	 738 740.25   		663.91	0.94396
				 860.00   	 739 600.00   		664.343	0.94461
				 860.50   	 740 460.25   		664.775	0.94583
				 861.00   	 741 321.00   		665.208	0.9463
				 861.50   	 742 182.25   		665.641	0.94653
				 862.00   	 743 044.00   		666.073	0.94626
				 862.50   	 743 906.25   		666.506	0.94596
				 863.00   	 744 769.00   		666.939	0.94743
				 863.50   	 745 632.25   		667.372	0.94907
				 864.00   	 746 496.00   		667.805	0.95156
				 864.50   	 747 360.25   		668.238	0.95372
				 865.00   	 748 225.00   		668.671	0.95509
				 865.50   	 749 090.25   		669.104	0.9563
				 866.00   	 749 956.00   		669.537	0.95728
				 866.50   	 750 822.25   		669.97	0.9585
				 867.00   	 751 689.00   		670.403	0.95987
				 867.50   	 752 556.25   		670.836	0.96089
				 868.00   	 753 424.00   		671.27	0.96176
				 868.50   	 754 292.25   		671.703	0.96203
				 869.00   	 755 161.00   		672.136	0.96221
				 869.50   	 756 030.25   		672.569	0.96307
				 870.00   	 756 900.00   		673.003	0.96406
				 870.50   	 757 770.25   		673.436	0.96582
				 871.00   	 758 641.00   		673.87	0.9675
				 871.50   	 759 512.25   		674.303	0.96898
				 872.00   	 760 384.00   		674.737	0.97033
				 872.50   	 761 256.25   		675.17	0.9715
				 873.00   	 762 129.00   		675.604	0.9723
				 873.50   	 763 002.25   		676.037	0.97283
				 874.00   	 763 876.00   		676.471	0.97317
				 874.50   	 764 750.25   		676.905	0.97341
				 875.00   	 765 625.00   		677.339	0.97378
				 875.50   	 766 500.25   		677.772	0.97416
				 876.00   	 767 376.00   		678.206	0.97357
				 876.50   	 768 252.25   		678.64	0.97319
				 877.00   	 769 129.00   		679.074	0.97408
				 877.50   	 770 006.25   		679.508	0.97445
				 878.00   	 770 884.00   		679.942	0.97352
				 878.50   	 771 762.25   		680.376	0.97331
				 879.00   	 772 641.00   		680.81	0.97407
				 879.50   	 773 520.25   		681.244	0.97531
				 880.00   	 774 400.00   		681.678	0.97691
				 880.50   	 775 280.25   		682.112	0.97841
				 881.00   	 776 161.00   		682.546	0.97986
				 881.50   	 777 042.25   		682.981	0.9825
				 882.00   	 777 924.00   		683.415	0.98531
				 882.50   	 778 806.25   		683.849	0.98552
				 883.00   	 779 689.00   		684.284	0.98562
				 883.50   	 780 572.25   		684.718	0.98515
				 884.00   	 781 456.00   		685.152	0.98525
				 884.50   	 782 340.25   		685.587	0.98675
				 885.00   	 783 225.00   		686.021	0.98851
				 885.50   	 784 110.25   		686.456	0.99061
				 886.00   	 784 996.00   		686.891	0.99121
				 886.50   	 785 882.25   		687.325	0.99077
				 887.00   	 786 769.00   		687.76	0.99092
				 887.50   	 787 656.25   		688.194	0.99127
				 888.00   	 788 544.00   		688.629	0.99185
				 888.50   	 789 432.25   		689.064	0.99259
				 889.00   	 790 321.00   		689.499	0.9979
				 889.50   	 791 210.25   		689.934	1.00229
				 890.00   	 792 100.00   		690.368	1.00239
				 890.50   	 792 990.25   		690.803	1.00209
				 891.00   	 793 881.00   		691.238	1.00093
				 891.50   	 794 772.25   		691.673	0.99916
				 892.00   	 795 664.00   		692.108	0.99669
				 892.50   	 796 556.25   		692.543	0.99804
				 893.00   	 797 449.00   		692.979	1.00177
				 893.50   	 798 342.25   		693.414	1.00451
				 894.00   	 799 236.00   		693.849	1.00695
				 894.50   	 800 130.25   		694.284	1.01059
				 895.00   	 801 025.00   		694.719	1.01384
				 895.50   	 801 920.25   		695.155	1.0099
				 896.00   	 802 816.00   		695.59	1.00641
				 896.50   	 803 712.25   		696.025	1.00449
				 897.00   	 804 609.00   		696.461	1.00353
				 897.50   	 805 506.25   		696.896	1.00425
				 898.00   	 806 404.00   		697.332	1.00515
				 898.50   	 807 302.25   		697.767	1.00622
				 899.00   	 808 201.00   		698.203	1.00841
				 899.50   	 809 100.25   		698.638	1.01116
				 900.00   	 810 000.00   		699.074	1.01161
				 900.50   	 810 900.25   		699.509	1.01152
				 901.00   	 811 801.00   		699.945	1.00951
				 901.50   	 812 702.25   		700.381	1.00719
				 902.00   	 813 604.00   		700.817	1.00302
				 902.50   	 814 506.25   		701.252	0.99969
				 903.00   	 815 409.00   		701.688	0.99864
				 903.50   	 816 312.25   		702.124	0.99816
				 904.00   	 817 216.00   		702.56	0.99847
				 904.50   	 818 120.25   		702.996	0.99945
				 905.00   	 819 025.00   		703.432	1.00092
				 905.50   	 819 930.25   		703.868	1.00027
				 906.00   	 820 836.00   		704.304	0.99882
				 906.50   	 821 742.25   		704.74	0.99542
				 907.00   	 822 649.00   		705.176	0.9918
				 907.50   	 823 556.25   		705.612	0.98974
				 908.00   	 824 464.00   		706.049	0.98711
				 908.50   	 825 372.25   		706.485	0.98196
				 909.00   	 826 281.00   		706.921	0.97888
				 909.50   	 827 190.25   		707.357	0.97993
				 910.00   	 828 100.00   		707.794	0.98211
				 910.50   	 829 010.25   		708.23	0.98547
				 911.00   	 829 921.00   		708.667	0.98539
				 911.50   	 830 832.25   		709.103	0.9834
				 912.00   	 831 744.00   		709.54	0.97718
				 912.50   	 832 656.25   		709.976	0.96989
				 913.00   	 833 569.00   		710.413	0.96571
				 913.50   	 834 482.25   		710.849	0.96232
				 914.00   	 835 396.00   		711.286	0.9642
				 914.50   	 836 310.25   		711.723	0.96602
				 915.00   	 837 225.00   		712.159	0.96762
				 915.50   	 838 140.25   		712.596	0.96779
				 916.00   	 839 056.00   		713.033	0.96595
				 916.50   	 839 972.25   		713.47	0.96131
				 917.00   	 840 889.00   		713.906	0.95458
				 917.50   	 841 806.25   		714.343	0.95009
				 918.00   	 842 724.00   		714.78	0.94643
				 918.50   	 843 642.25   		715.217	0.94461
				 919.00   	 844 561.00   		715.654	0.9433
				 919.50   	 845 480.25   		716.091	0.9487
				 920.00   	 846 400.00   		716.528	0.95183
				 920.50   	 847 320.25   		716.966	0.94562
				 921.00   	 848 241.00   		717.403	0.93974
				 921.50   	 849 162.25   		717.84	0.93442
				 922.00   	 850 084.00   		718.277	0.93297
				 922.50   	 851 006.25   		718.714	0.93522
				 923.00   	 851 929.00   		719.152	0.9383
				 923.50   	 852 852.25   		719.589	0.94177
				 924.00   	 853 776.00   		720.026	0.93816
				 924.50   	 854 700.25   		720.464	0.93305
				 925.00   	 855 625.00   		720.901	0.92718
				 925.50   	 856 550.25   		721.339	0.92235
				 926.00   	 857 476.00   		721.776	0.92381
				 926.50   	 858 402.25   		722.214	0.92396
				 927.00   	 859 329.00   		722.651	0.92107
				 927.50   	 860 256.25   		723.089	0.92051
				 928.00   	 861 184.00   		723.526	0.92267
				 928.50   	 862 112.25   		723.964	0.92589
				 929.00   	 863 041.00   		724.402	0.92975
				 929.50   	 863 970.25   		724.84	0.93217
				 930.00   	 864 900.00   		725.277	0.93417
				 930.50   	 865 830.25   		725.715	0.93069
				 931.00   	 866 761.00   		726.153	0.92675
				 931.50   	 867 692.25   		726.591	0.92183
				 932.00   	 868 624.00   		727.029	0.91731
				 932.50   	 869 556.25   		727.467	0.91394
				 933.00   	 870 489.00   		727.905	0.9126
				 933.50   	 871 422.25   		728.343	0.91407
				 934.00   	 872 356.00   		728.781	0.91924
				 934.50   	 873 290.25   		729.219	0.92708
				 935.00   	 874 225.00   		729.657	0.9319
				 935.50   	 875 160.25   		730.095	0.93565
				 936.00   	 876 096.00   		730.534	0.9362
				 936.50   	 877 032.25   		730.972	0.93617
				 937.00   	 877 969.00   		731.41	0.93286
				 937.50   	 878 906.25   		731.848	0.92858
				 938.00   	 879 844.00   		732.287	0.92099
				 938.50   	 880 782.25   		732.725	0.91914
				 939.00   	 881 721.00   		733.164	0.9263
				 939.50   	 882 660.25   		733.602	0.93145
				 940.00   	 883 600.00   		734.04	0.935
				 940.50   	 884 540.25   		734.479	0.93957
				 941.00   	 885 481.00   		734.918	0.94456
				 941.50   	 886 422.25   		735.356	0.94959
				 942.00   	 887 364.00   		735.795	0.95422
				 942.50   	 888 306.25   		736.233	0.94914
				 943.00   	 889 249.00   		736.672	0.94449
				 943.50   	 890 192.25   		737.111	0.9416
				 944.00   	 891 136.00   		737.55	0.94003
				 944.50   	 892 080.25   		737.988	0.94072
				 945.00   	 893 025.00   		738.427	0.94497
				 945.50   	 893 970.25   		738.866	0.95237
				 946.00   	 894 916.00   		739.305	0.95709
				 946.50   	 895 862.25   		739.744	0.96064
				 947.00   	 896 809.00   		740.183	0.95597
				 947.50   	 897 756.25   		740.622	0.95005
				 948.00   	 898 704.00   		741.061	0.94702
				 948.50   	 899 652.25   		741.5	0.9456
				 949.00   	 900 601.00   		741.939	0.95104
				 949.50   	 901 550.25   		742.378	0.95706
				 950.00   	 902 500.00   		742.818	0.96416
				 950.50   	 903 450.25   		743.257	0.96954
				 951.00   	 904 401.00   		743.696	0.97338
				 951.50   	 905 352.25   		744.135	0.97335
				 952.00   	 906 304.00   		744.575	0.97156
				 952.50   	 907 256.25   		745.014	0.96782
				 953.00   	 908 209.00   		745.453	0.96381
				 953.50   	 909 162.25   		745.893	0.96254
				 954.00   	 910 116.00   		746.332	0.96135
				 954.50   	 911 070.25   		746.772	0.96044
				 955.00   	 912 025.00   		747.211	0.96196
				 955.50   	 912 980.25   		747.651	0.96789
				 956.00   	 913 936.00   		748.09	0.9736
				 956.50   	 914 892.25   		748.53	0.97913
				 957.00   	 915 849.00   		748.97	0.98447
				 957.50   	 916 806.25   		749.409	0.98971
				 958.00   	 917 764.00   		749.849	0.99292
				 958.50   	 918 722.25   		750.289	0.99568
				 959.00   	 919 681.00   		750.729	0.99404
				 959.50   	 920 640.25   		751.169	0.99188
				 960.00   	 921 600.00   		751.608	0.98752
				 960.50   	 922 560.25   		752.048	0.98343
				 961.00   	 923 521.00   		752.488	0.97982
				 961.50   	 924 482.25   		752.928	0.97701
				 962.00   	 925 444.00   		753.368	0.97491
				 962.50   	 926 406.25   		753.808	0.97873
				 963.00   	 927 369.00   		754.248	0.98508
				 963.50   	 928 332.25   		754.688	0.99445
				 964.00   	 929 296.00   		755.128	1.00416
				 964.50   	 930 260.25   		755.569	1.01105
				 965.00   	 931 225.00   		756.009	1.01605
				 965.50   	 932 190.25   		756.449	1.01395
				 966.00   	 933 156.00   		756.889	1.0086
				 966.50   	 934 122.25   		757.33	0.99789
				 967.00   	 935 089.00   		757.77	0.99207
				 967.50   	 936 056.25   		758.21	0.99022
				 968.00   	 937 024.00   		758.651	0.99389
				 968.50   	 937 992.25   		759.091	0.99968
				 969.00   	 938 961.00   		759.532	1.00937
				 969.50   	 939 930.25   		759.972	1.0192
				 970.00   	 940 900.00   		760.413	1.0243
				 970.50   	 941 870.25   		760.853	1.02898
				 971.00   	 942 841.00   		761.294	1.0323
				 971.50   	 943 812.25   		761.735	1.03424
				 972.00   	 944 784.00   		762.175	1.03415
				 972.50   	 945 756.25   		762.616	1.03223
				 973.00   	 946 729.00   		763.057	1.02896
				 973.50   	 947 702.25   		763.497	1.02493
				 974.00   	 948 676.00   		763.938	1.02062
				 974.50   	 949 650.25   		764.379	1.01986
				 975.00   	 950 625.00   		764.82	1.01977
				 975.50   	 951 600.25   		765.261	1.02312
				 976.00   	 952 576.00   		765.702	1.02785
				 976.50   	 953 552.25   		766.143	1.03635
				 977.00   	 954 529.00   		766.584	1.04499
				 977.50   	 955 506.25   		767.025	1.05379
				 978.00   	 956 484.00   		767.466	1.06141
				 978.50   	 957 462.25   		767.907	1.06828
				 979.00   	 958 441.00   		768.348	1.06928
				 979.50   	 959 420.25   		768.789	1.06869
				 980.00   	 960 400.00   		769.23	1.0615
				 980.50   	 961 380.25   		769.672	1.05386
				 981.00   	 962 361.00   		770.113	1.04516
				 981.50   	 963 342.25   		770.554	1.03958
				 982.00   	 964 324.00   		770.996	1.04096
				 982.50   	 965 306.25   		771.437	1.04471
				 983.00   	 966 289.00   		771.878	1.05098
				 983.50   	 967 272.25   		772.32	1.05988
				 984.00   	 968 256.00   		772.761	1.07009
				 984.50   	 969 240.25   		773.203	1.07883
				 985.00   	 970 225.00   		773.644	1.08721
				 985.50   	 971 210.25   		774.086	1.09152
				 986.00   	 972 196.00   		774.527	1.09488
				 986.50   	 973 182.25   		774.969	1.09408
				 987.00   	 974 169.00   		775.411	1.09199
				 987.50   	 975 156.25   		775.852	1.08762
				 988.00   	 976 144.00   		776.294	1.08158
				 988.50   	 977 132.25   		776.736	1.07411
				 989.00   	 978 121.00   		777.178	1.07485
				 989.50   	 979 110.25   		777.619	1.07886
				 990.00   	 980 100.00   		778.061	1.09096
				 990.50   	 981 090.25   		778.503	1.1039
				 991.00   	 982 081.00   		778.945	1.11443
				 991.50   	 983 072.25   		779.387	1.12323
				 992.00   	 984 064.00   		779.829	1.12667
				 992.50   	 985 056.25   		780.271	1.12507
				 993.00   	 986 049.00   		780.713	1.11655
				 993.50   	 987 042.25   		781.155	1.1108
				 994.00   	 988 036.00   		781.597	1.1069
				 994.50   	 989 030.25   		782.039	1.10885
				 995.00   	 990 025.00   		782.482	1.11251
				 995.50   	 991 020.25   		782.924	1.12175
				 996.00   	 992 016.00   		783.366	1.13151
				 996.50   	 993 012.25   		783.808	1.14293
				 997.00   	 994 009.00   		784.251	1.15258
				 997.50   	 995 006.25   		784.693	1.15825
				 998.00   	 996 004.00   		785.135	1.15873
				 998.50   	 997 002.25   		785.578	1.1538
				 999.00   	 998 001.00   		786.02	1.14814
				 999.50   	 999 000.25   		786.462	1.14213
				 1 000.00   	 1 000 000.00   		786.905	1.13514
							787.347	1.12831
							787.79	1.13308
							788.233	1.14001
							788.675	1.15509
							789.118	1.16825
							789.561	1.17833
							790.003	1.18506
							790.446	1.18927
							790.889	1.18711
							791.332	1.18281
							791.774	1.17375
							792.217	1.16457
							792.66	1.15764
							793.103	1.15478
							793.546	1.16189
							793.989	1.1735
							794.432	1.19014
							794.875	1.2053
							795.318	1.21969
							795.761	1.22312
							796.204	1.22421
							796.648	1.21486
							797.091	1.20549
							797.534	1.19599
							797.977	1.19093
							798.421	1.19308
							798.864	1.20201
							799.307	1.21617
							799.751	1.23089
							800.194	1.24577
							800.638	1.2514
							801.081	1.25505
							801.525	1.24877
							801.968	1.2413
							802.412	1.23097
							802.855	1.22481
							803.299	1.22309
							803.743	1.22548
							804.186	1.22992
							804.63	1.24015
							805.074	1.25144
							805.518	1.26397
							805.961	1.27468
							806.405	1.27899
							806.849	1.28201
							807.293	1.28311
							807.737	1.28137
							808.181	1.27765
							808.625	1.27088
							809.069	1.26321
							809.513	1.26422
							809.957	1.26618
							810.401	1.27167
							810.845	1.27799
							811.289	1.28595
							811.734	1.29621
							812.178	1.30855
							812.622	1.31663
							813.066	1.32292
							813.511	1.32354
							813.955	1.32306
							814.4	1.31767
							814.844	1.31178
							815.288	1.30447
							815.733	1.29964
							816.177	1.29781
							816.622	1.29988
							817.066	1.30413
							817.511	1.30839
							817.956	1.31274
							818.4	1.32222
							818.845	1.33303
							819.29	1.34889
							819.734	1.36164
							820.179	1.36969
							820.624	1.37188
							821.069	1.36989
							821.514	1.36345
							821.959	1.3557
							822.404	1.343
							822.848	1.33117
							823.293	1.32524
							823.738	1.32326
							824.183	1.32897
							824.628	1.3393
							825.074	1.35378
							825.519	1.36776
							825.964	1.38156
							826.409	1.39504
							826.854	1.40644
							827.299	1.3993
							827.745	1.39078
							828.19	1.37895
							828.635	1.36511
							829.081	1.34906
							829.526	1.34138
							829.971	1.33773
							830.417	1.34648
							830.862	1.35779
							831.308	1.37971
							831.753	1.39875
							832.199	1.40917
							832.644	1.41736
							833.09	1.42273
							833.536	1.42352
							833.981	1.42162
							834.427	1.41142
							834.873	1.39951
							835.318	1.3928
							835.764	1.38632
							836.21	1.38076
							836.656	1.37787
							837.102	1.37896
							837.547	1.38311
							837.993	1.38936
							838.439	1.40735
							838.885	1.42853
							839.331	1.44192
							839.777	1.45396
							840.223	1.46032
							840.669	1.46526
							841.116	1.46779
							841.562	1.47377
							842.008	1.48242
							842.454	1.47669
							842.9	1.46636
							843.346	1.44954
							843.793	1.43182
							844.239	1.41102
							844.685	1.39213
							845.132	1.37688
							845.578	1.3746
							846.024	1.38347
							846.471	1.40659
							846.917	1.43488
							847.364	1.47228
							847.81	1.50875
							848.257	1.53418
							848.703	1.54765
							849.15	1.53566
							849.597	1.51176
							850.043	1.47677
							850.49	1.45491
							850.937	1.43841
							851.383	1.43462
							851.83	1.43685
							852.277	1.47988
							852.724	1.51883
							853.17	1.54834
							853.617	1.56414
							854.064	1.56607
							854.511	1.53866
							854.958	1.49841
							855.405	1.46753
							855.852	1.44239
							856.299	1.4632
							856.746	1.49088
							857.193	1.53545
							857.64	1.56996
							858.087	1.59387
							858.534	1.60406
							858.982	1.60793
							859.429	1.57973
							859.876	1.54752
							860.323	1.51713
							860.77	1.49021
							861.218	1.47217
							861.665	1.47111
							862.112	1.48841
							862.56	1.51812
							863.007	1.5536
							863.455	1.58197
							863.902	1.61025
							864.349	1.65009
							864.797	1.67497
							865.245	1.66059
							865.692	1.64105
							866.14	1.61577
							866.587	1.58625
							867.035	1.55464
							867.483	1.52311
							867.93	1.49446
							868.378	1.49881
							868.826	1.50385
							869.273	1.51066
							869.721	1.53362
							870.169	1.57413
							870.617	1.60208
							871.065	1.62415
							871.513	1.64143
							871.96	1.65665
							872.408	1.65628
							872.856	1.66023
							873.304	1.67509
							873.752	1.67945
							874.2	1.67268
							874.648	1.63758
							875.096	1.58959
							875.544	1.56488
							875.993	1.54543
							876.441	1.54957
							876.889	1.55486
							877.337	1.56289
							877.785	1.57616
							878.234	1.59479
							878.682	1.61621
							879.13	1.63883
							879.578	1.65809
							880.027	1.67696
							880.475	1.69518
							880.924	1.71097
							881.372	1.72129
							881.82	1.72327
							882.269	1.7173
							882.717	1.69759
							883.166	1.67238
							883.614	1.65066
							884.063	1.63364
							884.511	1.64804
							884.96	1.6497
							885.409	1.62517
							885.857	1.62132
							886.306	1.6356
							886.755	1.67839
							887.203	1.73124
							887.652	1.76857
							888.101	1.79576
							888.55	1.76968
							888.999	1.75769
							889.447	1.77158
							889.896	1.76485
							890.345	1.74162
							890.794	1.70526
							891.243	1.66481
							891.692	1.65214
							892.141	1.64057
							892.59	1.62983
							893.039	1.63412
							893.488	1.66303
							893.937	1.68589
							894.386	1.70445
							894.835	1.73815
							895.284	1.77586
							895.733	1.79639
							896.183	1.81607
							896.632	1.83245
							897.081	1.83891
							897.53	1.83112
							897.979	1.78368
							898.429	1.71136
							898.878	1.68609
							899.327	1.67182
							899.777	1.6899
							900.226	1.70897
							900.675	1.7313
							901.125	1.75938
							901.574	1.7945
							902.024	1.82902
							902.473	1.8631
							902.923	1.87721
							903.372	1.8876
							903.822	1.89194
							904.271	1.88865
							904.721	1.86527
							905.171	1.84102
							905.62	1.81589
							906.07	1.79392
							906.52	1.77339
							906.969	1.76724
							907.419	1.76698
							907.869	1.80202
							908.318	1.83801
							908.768	1.87632
							909.218	1.90702
							909.668	1.9309
							910.118	1.94996
							910.568	1.96729
							911.017	1.95659
							911.467	1.9378
							911.917	1.88336
							912.367	1.83874
							912.817	1.81127
							913.267	1.80833
							913.717	1.82362
							914.167	1.85142
							914.617	1.88268
							915.067	1.92769
							915.517	1.97009
							915.968	2.00191
							916.418	2.02166
							916.868	2.02449
							917.318	2.01737
							917.768	2.00428
							918.218	1.99258
							918.669	1.98046
							919.119	1.95488
							919.569	1.93206
							920.019	1.91728
							920.47	1.90872
							920.92	1.90732
							921.37	1.91198
							921.821	1.91954
							922.271	1.94545
							922.722	1.97746
							923.172	2.04257
							923.622	2.09982
							924.073	2.13983
							924.523	2.16123
							924.974	2.16583
							925.424	2.17805
							925.875	2.19303
							926.326	2.20118
							926.776	2.2067
							927.227	2.20052
							927.677	2.18188
							928.128	2.14211
							928.579	2.09258
							929.029	2.03627
							929.48	2.00338
							929.931	1.97698
							930.381	1.99511
							930.832	2.01702
							931.283	2.05202
							931.734	2.08996
							932.185	2.13171
							932.635	2.17739
							933.086	2.22534
							933.537	2.25903
							933.988	2.28941
							934.439	2.30724
							934.89	2.31465
							935.341	2.29633
							935.792	2.26964
							936.243	2.23464
							936.694	2.20668
							937.145	2.18151
							937.596	2.15785
							938.047	2.1373
							938.498	2.13464
							938.949	2.1469
							939.4	2.18602
							939.851	2.22742
							940.302	2.27052
							940.753	2.31821
							941.205	2.36727
							941.656	2.42243
							942.107	2.46347
							942.558	2.45276
							943.009	2.43361
							943.461	2.40314
							943.912	2.36579
							944.363	2.32461
							944.814	2.28844
							945.266	2.25444
							945.717	2.23833
							946.168	2.2355
							946.62	2.26564
							947.071	2.30082
							947.523	2.34112
							947.974	2.38938
							948.425	2.44077
